date,shown,clicked,converted,total_spend,ad
11/16/15,26240,215,12,223.6,ad_group_21
11/17/15,28825,282,14,324.3,ad_group_21
11/18/15,28754,265,13,275.6,ad_group_21
11/19/15,29303,291,13,314.28,ad_group_21
11/20/15,26461,237,15,227.52,ad_group_21
11/21/15,28180,303,14,296.94,ad_group_21
11/22/15,28481,226,15,255.38,ad_group_21
10/1/15,20124,683,41,512.25,ad_group_22
10/2/15,21591,888,40,790.32,ad_group_22
10/3/15,21775,826,35,677.32,ad_group_22
10/4/15,20266,815,42,709.05,ad_group_22
10/5/15,20919,736,39,566.72,ad_group_22
10/6/15,22146,745,36,551.3,ad_group_22
10/7/15,20284,776,36,644.08,ad_group_22
10/8/15,22325,860,36,722.4,ad_group_22
10/9/15,23432,927,33,787.95,ad_group_22
10/10/15,23415,948,39,853.2,ad_group_22
10/11/15,22580,896,38,770.56,ad_group_22
10/12/15,23303,778,40,567.94,ad_group_22
10/13/15,23155,809,36,614.84,ad_group_22
10/14/15,22864,847,41,677.6,ad_group_22
10/15/15,24211,726,38,486.42,ad_group_22
10/16/15,25531,926,47,731.54,ad_group_22
10/17/15,24655,819,36,597.87,ad_group_22
10/18/15,23690,952,41,847.28,ad_group_22
10/19/15,25083,936,41,748.8,ad_group_22
10/20/15,23779,863,45,681.77,ad_group_22
10/21/15,24145,896,37,716.8,ad_group_22
10/22/15,25653,1023,40,890.01,ad_group_22
10/23/15,25245,886,35,691.08,ad_group_22
10/24/15,24168,940,43,789.6,ad_group_22
10/25/15,25131,975,42,828.75,ad_group_22
10/26/15,25118,844,44,616.12,ad_group_22
10/27/15,26549,882,49,643.86,ad_group_22
10/28/15,24124,879,46,703.2,ad_group_22
10/29/15,26678,1038,49,882.3,ad_group_22
10/30/15,24387,1035,45,952.2,ad_group_22
10/31/15,23836,751,44,518.19,ad_group_22
11/1/15,25411,906,48,706.68,ad_group_22
11/2/15,23924,986,39,877.54,ad_group_22
11/3/15,26550,1038,53,871.92,ad_group_22
11/4/15,26214,864,40,630.72,ad_group_22
11/5/15,25612,884,49,663,ad_group_22
11/6/15,24742,749,37,501.83,ad_group_22
11/7/15,24308,1032,38,939.12,ad_group_22
11/8/15,24799,912,48,729.6,ad_group_22
11/9/15,24118,782,34,555.22,ad_group_22
11/10/15,26499,976,42,780.8,ad_group_22
11/11/15,26168,999,47,829.17,ad_group_22
11/12/15,26310,879,50,641.67,ad_group_22
11/13/15,27352,1056,46,887.04,ad_group_22
11/14/15,24508,970,40,834.2,ad_group_22
11/15/15,24652,842,33,639.92,ad_group_22
11/16/15,24550,1027,38,914.03,ad_group_22
11/17/15,25788,1010,44,858.5,ad_group_22
11/18/15,26091,993,50,814.26,ad_group_22
11/19/15,24904,983,45,845.38,ad_group_22
11/20/15,25846,1013,31,850.92,ad_group_22
11/21/15,25610,700,43,427,ad_group_22
11/22/15,25536,958,41,785.56,ad_group_22
10/1/15,41098,2306,95,2997.8,ad_group_23
10/2/15,42523,2126,94,2466.16,ad_group_23
10/3/15,44127,2309,86,2816.98,ad_group_23
10/4/15,44323,2293,81,2774.53,ad_group_23
10/5/15,44807,2406,91,2983.44,ad_group_23
10/6/15,41234,2051,70,2461.2,ad_group_23
10/7/15,43490,1548,76,1377.72,ad_group_23
10/8/15,45209,1761,101,1690.56,ad_group_23
10/9/15,50243,2734,93,3472.18,ad_group_23
10/10/15,45138,1886,117,1904.86,ad_group_23
10/11/15,46232,1975,87,2014.5,ad_group_23
10/12/15,47050,1784,94,1659.12,ad_group_23
10/13/15,47644,2469,100,2962.8,ad_group_23
10/14/15,44049,0,0,0,ad_group_23
10/15/15,44717,1927,94,2042.62,ad_group_23
10/16/15,48262,2227,114,2405.16,ad_group_23
10/17/15,45936,2424,98,3030,ad_group_23
10/18/15,47876,2278,93,2574.14,ad_group_23
10/19/15,47713,1796,102,1742.12,ad_group_23
10/20/15,49303,1844,98,1714.92,ad_group_23
10/21/15,46949,2435,92,2995.05,ad_group_23
10/22/15,47405,2492,76,3090.08,ad_group_23
10/23/15,48141,1929,99,1890.42,ad_group_23
10/24/15,46089,2375,108,2826.25,ad_group_23
10/25/15,50459,1904,97,1694.56,ad_group_23
10/26/15,49865,2603,97,3201.69,ad_group_23
10/27/15,48193,1950,90,1891.5,ad_group_23
10/28/15,48332,1769,96,1592.1,ad_group_23
10/29/15,49862,2625,110,3228.75,ad_group_23
10/30/15,49485,2627,106,3283.75,ad_group_23
10/31/15,45110,2148,73,2513.16,ad_group_23
11/1/15,48872,2507,97,3008.4,ad_group_23
11/2/15,46264,2683,89,3595.22,ad_group_23
11/3/15,48710,2623,114,3252.52,ad_group_23
11/4/15,50023,2525,106,2979.5,ad_group_23
11/5/15,50989,2761,115,3396.03,ad_group_23
11/6/15,51538,2475,107,2697.75,ad_group_23
11/7/15,48246,2182,95,2400.2,ad_group_23
11/8/15,49070,2307,100,2583.84,ad_group_23
11/9/15,48662,2484,87,2955.96,ad_group_23
11/10/15,49473,1849,118,1719.57,ad_group_23
11/11/15,50955,2040,101,2060.4,ad_group_23
11/12/15,53714,2013,105,1912.35,ad_group_23
11/13/15,51277,2217,115,2327.85,ad_group_23
11/14/15,49652,2398,80,2661.78,ad_group_23
11/15/15,49039,2219,105,2418.71,ad_group_23
11/16/15,49089,2254,103,2434.32,ad_group_23
11/17/15,47916,2460,98,2952,ad_group_23
11/18/15,46387,1689,92,1520.1,ad_group_23
11/19/15,0,0,0,0,ad_group_23
11/20/15,49560,2296,100,2571.52,ad_group_23
11/21/15,49861,2357,97,2663.41,ad_group_23
11/22/15,46368,2582,98,3330.78,ad_group_23
10/1/15,30984,325,3,1361.75,ad_group_24
10/2/15,33878,329,3,983.71,ad_group_24
10/4/15,32998,296,3,917.6,ad_group_24
10/5/15,32116,292,3,814.68,ad_group_24
10/6/15,32915,369,3,1132.83,ad_group_24
10/7/15,31613,332,3,1128.8,ad_group_24
10/8/15,33531,332,3,1108.88,ad_group_24
10/9/15,36209,359,3,1349.84,ad_group_24
10/10/15,33312,301,3,1017.38,ad_group_24
10/11/15,34654,313,3,960.91,ad_group_24
10/12/15,34237,409,3,1472.4,ad_group_24
10/13/15,36608,321,4,982.26,ad_group_24
10/14/15,37376,352,4,1129.92,ad_group_24
10/15/15,37477,348,4,1016.16,ad_group_24
10/16/15,37140,365,4,1142.45,ad_group_24
10/17/15,35638,345,3,1038.45,ad_group_24
10/18/15,36849,418,4,1320.88,ad_group_24
10/19/15,35415,360,3,1267.2,ad_group_24
10/20/15,36051,403,4,1221.09,ad_group_24
10/21/15,35652,344,4,1221.2,ad_group_24
10/22/15,35823,354,3,973.5,ad_group_24
10/23/15,37197,362,4,1107.72,ad_group_24
10/24/15,34674,333,4,1065.6,ad_group_24
10/25/15,36386,323,4,1014.22,ad_group_24
10/26/15,36840,309,4,982.62,ad_group_24
10/27/15,35130,400,3,1432,ad_group_24
10/28/15,35951,338,3,939.64,ad_group_24
10/29/15,39073,420,5,1356.6,ad_group_24
10/30/15,39030,395,4,1414.1,ad_group_24
10/31/15,35341,376,3,1376.16,ad_group_24
11/1/15,36284,260,3,834.6,ad_group_24
11/2/15,36140,356,3,1274.48,ad_group_24
11/3/15,35861,328,4,1010.24,ad_group_24
11/4/15,36925,334,3,1025.38,ad_group_24
11/5/15,38135,352,3,1179.2,ad_group_24
11/6/15,39441,390,3,1357.2,ad_group_24
11/7/15,34998,368,3,1214.4,ad_group_24
11/8/15,36279,364,4,1233.96,ad_group_24
11/9/15,38116,356,4,1003.92,ad_group_24
11/10/15,33432,298,4,825.46,ad_group_24
11/11/15,36736,406,3,1315.44,ad_group_24
11/12/15,39666,354,4,1079.7,ad_group_24
11/13/15,38930,346,4,1200.62,ad_group_24
11/14/15,37764,310,4,806,ad_group_24
11/15/15,34653,389,3,1287.59,ad_group_24
11/16/15,38059,371,4,1150.1,ad_group_24
11/17/15,35774,304,4,750.88,ad_group_24
11/18/15,37045,374,4,1215.5,ad_group_24
11/19/15,36571,388,3,1179.52,ad_group_24
11/20/15,37554,395,4,1117.85,ad_group_24
11/21/15,37538,377,3,1183.78,ad_group_24
11/22/15,37743,408,3,1044.48,ad_group_24
10/1/15,146682,618,0,444.96,ad_group_25
10/2/15,156339,561,0,420.75,ad_group_25
10/3/15,156627,609,0,529.83,ad_group_25
10/4/15,152905,517,0,310.2,ad_group_25
10/5/15,164813,491,0,314.24,ad_group_25
10/6/15,157893,506,0,374.44,ad_group_25
10/7/15,0,0,0,0,ad_group_25
10/8/15,162799,670,0,455.6,ad_group_25
10/9/15,171509,649,0,447.81,ad_group_25
10/10/15,167715,491,0,319.15,ad_group_25
10/11/15,165543,671,0,523.38,ad_group_25
10/12/15,167097,780,0,585,ad_group_25
10/13/15,173639,571,0,354.02,ad_group_25
10/14/15,171859,687,0,501.51,ad_group_25
10/15/15,177011,653,0,444.04,ad_group_25
10/16/15,178866,718,0,466.7,ad_group_25
10/17/15,173512,597,0,388.05,ad_group_25
10/18/15,168339,624,0,411.84,ad_group_25
10/19/15,177229,708,0,573.48,ad_group_25
10/20/15,182496,474,0,308.1,ad_group_25
10/21/15,170360,608,0,443.84,ad_group_25
10/22/15,179970,674,0,498.76,ad_group_25
10/23/15,187844,501,0,320.64,ad_group_25
10/24/15,180466,609,0,487.2,ad_group_25
10/25/15,171936,542,0,406.5,ad_group_25
10/26/15,182442,446,0,343.42,ad_group_25
10/27/15,186548,805,0,627.9,ad_group_25
10/28/15,177060,385,0,281.05,ad_group_25
10/29/15,185314,731,0,570.18,ad_group_25
10/30/15,182570,692,0,588.2,ad_group_25
10/31/15,179494,660,0,541.2,ad_group_25
11/1/15,187845,625,0,406.25,ad_group_25
11/2/15,183515,568,0,460.08,ad_group_25
11/3/15,171802,657,0,538.74,ad_group_25
11/4/15,167853,642,0,487.92,ad_group_25
11/5/15,179817,580,0,377,ad_group_25
11/6/15,174480,617,0,456.58,ad_group_25
11/7/15,178042,550,0,418,ad_group_25
11/8/15,184168,693,0,457.38,ad_group_25
11/9/15,169287,680,0,442,ad_group_25
11/10/15,175846,701,0,497.71,ad_group_25
11/11/15,173187,620,0,421.6,ad_group_25
11/12/15,183985,742,0,586.18,ad_group_25
11/13/15,168913,744,0,476.16,ad_group_25
11/14/15,175281,683,0,484.93,ad_group_25
11/15/15,179120,656,0,459.2,ad_group_25
11/16/15,179710,607,0,412.76,ad_group_25
11/17/15,176295,684,0,513,ad_group_25
11/18/15,168650,593,0,415.1,ad_group_25
11/19/15,182453,662,0,476.64,ad_group_25
11/20/15,176797,596,0,435.08,ad_group_25
11/21/15,192507,682,0,395.56,ad_group_25
11/22/15,168502,603,0,422.1,ad_group_25
10/1/15,58332,6256,255,16390.72,ad_group_26
10/2/15,62377,5371,320,11762.49,ad_group_26
10/3/15,61158,4621,296,8733.69,ad_group_26
10/4/15,61352,6880,309,18025.6,ad_group_26
10/5/15,61670,4546,243,8591.94,ad_group_26
10/6/15,61740,4384,303,7891.2,ad_group_26
10/7/15,63793,6140,266,14306.2,ad_group_26
10/8/15,69187,5983,342,12624.13,ad_group_26
10/9/15,65249,5528,307,11332.4,ad_group_26
10/10/15,71877,6339,340,13628.85,ad_group_26
10/11/15,68076,6221,290,14059.46,ad_group_26
10/12/15,75294,6389,328,13736.35,ad_group_26
10/13/15,69223,5209,346,9845.01,ad_group_26
10/14/15,69178,7112,325,17282.16,ad_group_26
10/15/15,71304,6817,301,16019.95,ad_group_26
10/16/15,73924,6401,331,13378.09,ad_group_26
10/17/15,76431,7311,311,16888.41,ad_group_26
10/18/15,72422,6556,293,14816.56,ad_group_26
10/19/15,75796,7470,233,18077.4,ad_group_26
10/20/15,74558,6526,352,14226.68,ad_group_26
10/21/15,71223,7156,320,17675.32,ad_group_26
10/22/15,70541,7292,342,18230,ad_group_26
10/23/15,74563,8323,365,21889.49,ad_group_26
10/24/15,76800,6184,398,12986.4,ad_group_26
10/25/15,74758,6641,361,14875.84,ad_group_26
10/26/15,76372,6356,315,13284.04,ad_group_26
10/27/15,73306,7335,452,17457.3,ad_group_26
10/28/15,70679,7581,347,18952.5,ad_group_26
10/29/15,73434,6339,284,13628.85,ad_group_26
10/30/15,73211,7205,298,17003.8,ad_group_26
10/31/15,76078,6243,341,12548.43,ad_group_26
11/1/15,77474,6517,396,13750.87,ad_group_26
11/2/15,74989,5799,404,11540.01,ad_group_26
11/3/15,71988,7282,313,17403.98,ad_group_26
11/4/15,78512,8804,392,23330.6,ad_group_26
11/5/15,74894,5791,362,11582,ad_group_26
11/6/15,74390,7125,365,16530,ad_group_26
11/7/15,78165,7457,338,17896.8,ad_group_26
11/8/15,77390,6559,328,13970.67,ad_group_26
11/9/15,72645,6457,326,14140.83,ad_group_26
11/10/15,74049,6320,372,13714.4,ad_group_26
11/11/15,76168,6915,394,15351.3,ad_group_26
11/12/15,74544,7422,324,17293.26,ad_group_26
11/13/15,73321,6701,311,14943.23,ad_group_26
11/14/15,77526,5950,290,11602.5,ad_group_26
11/15/15,71751,6847,279,16364.33,ad_group_26
11/16/15,75429,6839,306,14977.41,ad_group_26
11/17/15,75897,7648,286,19502.4,ad_group_26
11/18/15,72826,6899,280,16005.68,ad_group_26
11/19/15,71014,5804,361,11782.12,ad_group_26
11/20/15,71578,6651,311,15297.3,ad_group_26
11/21/15,77549,7302,365,16648.56,ad_group_26
11/22/15,74800,5838,380,11851.14,ad_group_26
10/1/15,63578,495,16,193.05,ad_group_27
10/2/15,68021,507,14,192.66,ad_group_27
10/3/15,66362,439,19,162.43,ad_group_27
10/4/15,63251,565,16,209.05,ad_group_27
10/5/15,66636,481,18,202.02,ad_group_27
10/6/15,62359,637,13,267.54,ad_group_27
10/7/15,62833,620,18,248,ad_group_27
10/8/15,66778,534,15,202.92,ad_group_27
10/9/15,66208,591,17,230.49,ad_group_27
10/10/15,62677,506,15,197.34,ad_group_27
10/11/15,66480,583,20,198.22,ad_group_27
10/12/15,65925,515,17,190.55,ad_group_27
10/13/15,67264,567,17,209.79,ad_group_27
10/14/15,67794,572,18,211.64,ad_group_27
10/15/15,63810,621,15,254.61,ad_group_27
10/16/15,69567,574,18,229.6,ad_group_27
10/17/15,62029,522,18,187.92,ad_group_27
10/18/15,66226,646,17,251.94,ad_group_27
10/19/15,62749,504,16,176.4,ad_group_27
10/20/15,69629,544,18,190.4,ad_group_27
10/21/15,62050,621,16,254.61,ad_group_27
10/22/15,68584,580,15,232,ad_group_27
10/23/15,60443,543,15,211.77,ad_group_27
10/24/15,67697,512,15,179.2,ad_group_27
10/25/15,65901,538,16,199.06,ad_group_27
10/26/15,65359,463,17,171.31,ad_group_27
10/27/15,65196,571,14,234.11,ad_group_27
10/28/15,70625,655,19,275.1,ad_group_27
10/29/15,66247,556,17,222.4,ad_group_27
10/30/15,68806,555,18,199.8,ad_group_27
10/31/15,63381,454,14,181.6,ad_group_27
11/1/15,70145,584,15,210.24,ad_group_27
11/2/15,67465,593,16,237.2,ad_group_27
11/3/15,63653,630,20,233.1,ad_group_27
11/4/15,64924,562,17,224.8,ad_group_27
11/5/15,68368,547,19,202.39,ad_group_27
11/6/15,63347,524,19,178.16,ad_group_27
11/7/15,69415,487,18,170.45,ad_group_27
11/8/15,67239,497,18,193.83,ad_group_27
11/9/15,64726,423,16,143.82,ad_group_27
11/10/15,62246,472,15,165.2,ad_group_27
11/11/15,69374,586,16,228.54,ad_group_27
11/12/15,65938,557,17,206.09,ad_group_27
11/13/15,66295,484,15,174.24,ad_group_27
11/14/15,65364,503,16,181.08,ad_group_27
11/15/15,67294,506,17,197.34,ad_group_27
11/16/15,65017,468,17,168.48,ad_group_27
11/17/15,62500,511,19,214.62,ad_group_27
11/18/15,64751,527,18,210.8,ad_group_27
11/19/15,66089,588,17,223.44,ad_group_27
11/20/15,67799,501,16,190.38,ad_group_27
11/21/15,66262,483,16,164.22,ad_group_27
11/22/15,65196,552,16,204.24,ad_group_27
10/1/15,16564,1643,37,3532.45,ad_group_28
10/2/15,17289,1618,48,3268.36,ad_group_28
10/3/15,17512,1690,46,3582.8,ad_group_28
10/4/15,17457,1487,57,2840.17,ad_group_28
10/5/15,16655,1603,51,3430.42,ad_group_28
10/6/15,17994,1544,45,2918.16,ad_group_28
10/7/15,17515,1635,51,3335.4,ad_group_28
10/8/15,18590,1885,53,4165.85,ad_group_28
10/9/15,18766,1759,55,3623.54,ad_group_28
10/10/15,18739,1735,41,3556.75,ad_group_28
10/11/15,18995,1981,63,4496.87,ad_group_28
10/12/15,19328,1410,51,2312.4,ad_group_28
10/13/15,20150,1822,62,3644,ad_group_28
10/14/15,19731,1786,50,3554.14,ad_group_28
10/15/15,20767,1937,55,3970.85,ad_group_28
10/16/15,19912,1680,60,3141.6,ad_group_28
10/17/15,19870,1881,53,3912.48,ad_group_28
10/18/15,20774,2227,51,5122.1,ad_group_28
10/19/15,20427,1491,57,2445.24,ad_group_28
10/20/15,20103,1857,54,3751.14,ad_group_28
10/21/15,19351,1851,45,3887.1,ad_group_28
10/22/15,20212,1735,59,3348.55,ad_group_28
10/23/15,22207,1949,61,3781.06,ad_group_28
10/24/15,19775,1615,55,2939.3,ad_group_28
10/25/15,20865,1587,54,2745.51,ad_group_28
10/26/15,19989,1596,52,2888.76,ad_group_28
10/27/15,20743,1652,60,2940.56,ad_group_28
10/28/15,20058,1830,56,3678.3,ad_group_28
10/29/15,20515,1824,55,3629.76,ad_group_28
10/30/15,21078,1794,58,3426.54,ad_group_28
10/31/15,19685,1864,63,3895.76,ad_group_28
11/1/15,20354,2081,53,4599.01,ad_group_28
11/2/15,20321,1811,52,3549.56,ad_group_28
11/3/15,21389,1986,62,4051.44,ad_group_28
11/4/15,20469,1802,57,3567.96,ad_group_28
11/5/15,22220,1776,56,3179.04,ad_group_28
11/6/15,21220,1727,62,3125.87,ad_group_28
11/7/15,19132,1481,64,2606.56,ad_group_28
11/8/15,20130,1561,57,2684.92,ad_group_28
11/9/15,20377,1730,60,3287,ad_group_28
11/10/15,21656,1838,66,3492.2,ad_group_28
11/11/15,20141,1594,50,2837.32,ad_group_28
11/12/15,20531,1793,64,3442.56,ad_group_28
11/13/15,20497,1804,55,3517.8,ad_group_28
11/14/15,19423,1689,50,3242.88,ad_group_28
11/15/15,20402,1831,78,3625.38,ad_group_28
11/16/15,20788,1765,57,3406.45,ad_group_28
11/17/15,21106,1854,67,3596.76,ad_group_28
11/18/15,19972,2113,51,4902.16,ad_group_28
11/19/15,20423,1973,60,4143.3,ad_group_28
11/20/15,20980,1955,56,3988.2,ad_group_28
11/21/15,20439,1796,68,3430.36,ad_group_28
11/22/15,20390,1924,63,3905.72,ad_group_28
10/1/15,19072,1175,20,1903.5,ad_group_29
10/2/15,20667,1427,20,2440.17,ad_group_29
10/3/15,20045,1385,23,2423.75,ad_group_29
10/4/15,19921,1379,15,2413.25,ad_group_29
10/5/15,21710,1154,24,1627.14,ad_group_29
10/6/15,21474,1462,22,2602.36,ad_group_29
10/7/15,18470,1184,17,1977.28,ad_group_29
10/8/15,21401,1319,22,2031.26,ad_group_29
10/9/15,20461,1340,18,2170.8,ad_group_29
10/10/15,20401,1018,19,1425.2,ad_group_29
10/11/15,20241,1282,15,2140.94,ad_group_29
10/12/15,20903,1393,19,2368.1,ad_group_29
10/13/15,21083,1357,20,2293.33,ad_group_29
10/14/15,20306,1350,16,2322,ad_group_29
10/15/15,19622,1472,18,2708.48,ad_group_29
10/16/15,20306,1359,17,2351.07,ad_group_29
10/17/15,21123,1539,18,2847.15,ad_group_29
10/18/15,20620,1166,23,1760.66,ad_group_29
10/19/15,19852,1568,19,3073.28,ad_group_29
10/20/15,20426,1222,22,1845.22,ad_group_29
10/21/15,21303,1177,21,1741.96,ad_group_29
10/22/15,19712,1228,17,1927.96,ad_group_29
10/23/15,21362,1178,22,1731.66,ad_group_29
10/24/15,20711,1316,19,2131.92,ad_group_29
10/25/15,21320,1461,24,2542.14,ad_group_29
10/26/15,20173,1115,18,1639.05,ad_group_29
10/27/15,22637,1183,25,1644.37,ad_group_29
10/28/15,21530,1597,20,2906.54,ad_group_29
10/29/15,20193,1048,20,1498.64,ad_group_29
10/30/15,21154,1249,19,1885.99,ad_group_29
10/31/15,20091,1345,18,2232.7,ad_group_29
11/1/15,20627,1400,19,2450,ad_group_29
11/2/15,20296,1312,19,2256.64,ad_group_29
11/3/15,20078,1403,19,2483.31,ad_group_29
11/4/15,21162,1537,21,2828.08,ad_group_29
11/5/15,20672,1114,15,1548.46,ad_group_29
11/6/15,21267,1377,21,2258.28,ad_group_29
11/7/15,20325,1439,23,2618.98,ad_group_29
11/8/15,20840,1253,21,1954.68,ad_group_29
11/9/15,21601,1568,21,2853.76,ad_group_29
11/10/15,20555,1327,20,2229.36,ad_group_29
11/11/15,21433,1226,19,1912.56,ad_group_29
11/12/15,20790,1268,25,1990.76,ad_group_29
11/13/15,20415,1544,19,2825.52,ad_group_29
11/14/15,21151,1320,21,2164.8,ad_group_29
11/15/15,22070,1400,20,2338,ad_group_29
11/16/15,20414,1366,21,2363.18,ad_group_29
11/17/15,20648,1194,20,1731.3,ad_group_29
11/18/15,20126,1204,18,1902.32,ad_group_29
11/19/15,22210,1443,21,2395.38,ad_group_29
11/20/15,20689,1144,21,1624.48,ad_group_29
11/21/15,20207,1278,17,2108.7,ad_group_29
11/22/15,20144,1011,17,1334.52,ad_group_29
10/1/15,109559,1175,16,1280.75,ad_group_30
10/2/15,108788,1070,15,1144.9,ad_group_30
10/3/15,111132,1246,18,1196.16,ad_group_30
10/4/15,113693,1175,18,1186.75,ad_group_30
10/5/15,113467,1334,17,1374.02,ad_group_30
10/6/15,109089,1390,16,1709.7,ad_group_30
10/7/15,115074,1102,20,1223.22,ad_group_30
10/8/15,114441,1348,19,1563.68,ad_group_30
10/9/15,116638,1214,17,1177.58,ad_group_30
10/10/15,112934,1219,17,1474.99,ad_group_30
10/11/15,123895,1462,15,1681.3,ad_group_30
10/12/15,124914,1564,16,1923.72,ad_group_30
10/13/15,120841,1572,19,1729.2,ad_group_30
10/14/15,117313,1259,18,1347.13,ad_group_30
10/15/15,123456,1437,18,1666.92,ad_group_30
10/16/15,120138,1328,20,1407.68,ad_group_30
10/17/15,115602,1268,16,1445.52,ad_group_30
10/18/15,118263,1200,15,1308,ad_group_30
10/19/15,112299,1376,18,1623.68,ad_group_30
10/20/15,110894,1157,14,1295.84,ad_group_30
10/21/15,113349,1098,14,1328.58,ad_group_30
10/22/15,115849,1274,18,1426.88,ad_group_30
10/23/15,120349,1512,16,1496.88,ad_group_30
10/24/15,124719,1448,19,1810,ad_group_30
10/25/15,134302,1522,22,1567.66,ad_group_30
10/26/15,130542,1235,19,1309.1,ad_group_30
10/27/15,117892,1206,18,1218.06,ad_group_30
10/28/15,111144,1108,20,1340.68,ad_group_30
10/29/15,112893,1179,15,1332.27,ad_group_30
10/30/15,123535,1522,19,1491.56,ad_group_30
10/31/15,120386,1270,16,1384.3,ad_group_30
11/1/15,117213,1146,14,1191.84,ad_group_30
11/2/15,119493,1488,20,1651.68,ad_group_30
11/3/15,111963,1110,13,1087.8,ad_group_30
11/4/15,108699,1296,14,1244.16,ad_group_30
11/5/15,111960,1147,13,1181.41,ad_group_30
11/6/15,118064,1071,18,1092.42,ad_group_30
11/7/15,111449,1136,19,1272.32,ad_group_30
11/8/15,108858,969,16,910.86,ad_group_30
11/9/15,110546,1068,16,1270.92,ad_group_30
11/10/15,110918,1073,12,1201.76,ad_group_30
11/11/15,114415,1467,18,1511.01,ad_group_30
11/12/15,116951,1224,18,1395.36,ad_group_30
11/13/15,116767,1369,16,1492.21,ad_group_30
11/14/15,119757,1206,17,1338.66,ad_group_30
11/15/15,116185,1213,13,1370.69,ad_group_30
11/16/15,114788,1110,19,1043.4,ad_group_30
11/17/15,116719,1388,17,1610.08,ad_group_30
11/18/15,114151,1429,15,1586.19,ad_group_30
11/19/15,111958,1457,17,1733.83,ad_group_30
11/20/15,114990,1250,15,1312.5,ad_group_30
11/21/15,121696,1312,18,1521.92,ad_group_30
11/22/15,123653,1310,17,1532.7,ad_group_30
10/1/15,116007,527,49,68.51,ad_group_31
10/2/15,119764,594,59,83.16,ad_group_31
10/3/15,124547,803,53,136.51,ad_group_31
10/4/15,124924,581,48,81.34,ad_group_31
10/5/15,126069,618,57,86.52,ad_group_31
10/6/15,125691,596,56,89.4,ad_group_31
10/7/15,122895,665,51,106.4,ad_group_31
10/8/15,129212,625,60,87.5,ad_group_31
10/9/15,131495,677,59,94.78,ad_group_31
10/10/15,127641,633,59,88.62,ad_group_31
10/11/15,127678,755,62,120.8,ad_group_31
10/12/15,137024,675,63,94.5,ad_group_31
10/13/15,136560,751,65,112.65,ad_group_31
10/14/15,136213,679,58,95.06,ad_group_31
10/15/15,143413,863,71,138.08,ad_group_31
10/16/15,131492,642,57,96.3,ad_group_31
10/17/15,133849,770,63,123.2,ad_group_31
10/18/15,142085,765,71,114.75,ad_group_31
10/19/15,137050,667,67,93.38,ad_group_31
10/20/15,136698,716,61,107.4,ad_group_31
10/21/15,141432,808,70,129.28,ad_group_31
10/22/15,137126,688,48,103.2,ad_group_31
10/23/15,126789,619,57,86.66,ad_group_31
10/24/15,124128,600,53,84,ad_group_31
10/25/15,128986,730,48,109.5,ad_group_31
10/26/15,134013,661,69,99.15,ad_group_31
10/27/15,131209,549,69,71.37,ad_group_31
10/28/15,130085,588,55,76.44,ad_group_31
10/29/15,126335,702,57,112.32,ad_group_31
10/30/15,128833,589,54,76.57,ad_group_31
10/31/15,132876,834,69,141.78,ad_group_31
11/1/15,132946,652,53,84.76,ad_group_31
11/2/15,130338,653,51,97.95,ad_group_31
11/3/15,126262,566,58,73.58,ad_group_31
11/4/15,127854,670,62,100.5,ad_group_31
11/5/15,133031,664,64,99.6,ad_group_31
11/6/15,124050,482,57,62.66,ad_group_31
11/7/15,137616,745,69,111.75,ad_group_31
11/8/15,133772,655,61,98.25,ad_group_31
11/9/15,133477,571,62,74.23,ad_group_31
11/10/15,134320,838,69,134.08,ad_group_31
11/11/15,134420,844,62,143.48,ad_group_31
11/12/15,133176,654,66,91.56,ad_group_31
11/13/15,127638,668,52,93.52,ad_group_31
11/14/15,128232,713,54,106.95,ad_group_31
11/15/15,128750,661,50,92.54,ad_group_31
11/16/15,128218,714,53,107.1,ad_group_31
11/17/15,123051,741,50,125.97,ad_group_31
11/18/15,134767,778,70,124.48,ad_group_31
11/19/15,138365,677,59,94.78,ad_group_31
11/20/15,121776,673,59,94.22,ad_group_31
11/21/15,123573,705,54,112.8,ad_group_31
11/22/15,126477,739,59,118.24,ad_group_31
10/1/15,32350,2376,23,3825.36,ad_group_32
10/2/15,32752,2741,20,5043.44,ad_group_32
10/3/15,35311,2653,22,4510.1,ad_group_32
10/4/15,34181,2552,28,4287.36,ad_group_32
10/5/15,34221,2475,26,4059,ad_group_32
10/6/15,36151,2797,25,4810.84,ad_group_32
10/7/15,33325,3568,22,8349.12,ad_group_32
10/8/15,38131,3290,28,6316.8,ad_group_32
10/9/15,39038,2943,27,4944.24,ad_group_32
10/10/15,39820,3289,31,6018.87,ad_group_32
10/11/15,38680,3860,23,8376.2,ad_group_32
10/12/15,37935,2162,27,2897.08,ad_group_32
10/13/15,38107,4169,25,9922.22,ad_group_32
10/14/15,36595,3350,18,6733.5,ad_group_32
10/15/15,38719,3395,20,6586.3,ad_group_32
10/16/15,39009,3793,30,7965.3,ad_group_32
10/17/15,40614,3265,23,5779.05,ad_group_32
10/18/15,40991,2731,37,4096.5,ad_group_32
10/19/15,39185,3248,25,6008.8,ad_group_32
10/20/15,36137,2171,21,2995.98,ad_group_32
10/21/15,37072,3338,26,6642.62,ad_group_32
10/22/15,40085,3929,27,8447.35,ad_group_32
10/23/15,41682,3869,32,7854.07,ad_group_32
